gateway listening on port 3000
gateway request | id=49b45d29-6ff0-4ab1-a725-3e0cb0428e89 | GET /api/recommendations/1 | status=200 | durationMs=50 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=50e855cd-509b-4f5d-ab2d-846242c0200b | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=52d2343b-85ab-47d8-b6a1-b5e911c72c1b | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=14497d5b-3dc7-4d3d-be76-554ceef4a16f | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2cdf76c0-5a60-4bfb-87fb-1bc71a04ffdb | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0726c804-33ee-4bb3-ae00-e788e0aba6f0 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7703955d-b1e2-4486-b06a-cc730a83992c | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=91602c86-e854-4626-9f63-7f3f6841b663 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7bd7ea79-cf60-49ad-978d-7d7689110e58 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9704473d-41d0-420f-9ba4-0c52a27bcec1 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e84f0990-05b5-44f2-b9c5-c112abbb8ec2 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=379b518a-c4c1-4dde-afec-a71b5db275e5 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=be9271c9-809d-4aea-97d4-7ba58ec2c9b6 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f7e5478c-b23b-4a5d-9db4-241d3f80d5ca | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1665c1e5-a1b7-4281-8162-310672442b4a | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=71aad9b7-c108-4504-a701-71056ffb80b0 | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=453b718c-29b3-45e7-b47c-2d3440f30185 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2cf51c64-e4d9-49a5-ad55-8fb81fe2ca2d | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4b0350b7-a0f6-4076-8809-bd19c2861223 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5b7b5a30-c94d-4cfa-914f-47e38e2088fa | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d35b55ae-1473-475e-b4e2-24f297a144c9 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0d581450-6eae-4d91-acfb-8b0cbc425a53 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3b09bb18-40f3-4e1e-8229-6e1f8f688f9f | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b0321f54-e926-4ea8-ae1e-d42210fdecf8 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=bd5c843a-8dee-4e16-8072-1a1baefcca6f | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=77ff8c52-ce6f-4d5a-ae4f-5452a89177e9 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=67b4b61e-baf0-40e4-9f0b-caded1d2880c | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d8eaed06-0a7a-4bce-be05-c35fe612aa9c | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c67e931d-94bb-4165-8162-283fd770f57b | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=eadc6328-106c-42d6-93b9-de51736a9f89 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a000a4ab-881e-47fd-aa70-415c6479947d | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f17e8c0f-9864-4714-9065-84756da1a0ea | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9b5ecdc8-f33b-4b5d-a92e-8db7318c5c29 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=de4919e7-1144-4a88-afd0-f8e7efc7ade0 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=628c5c68-8899-4f1d-a979-807a08951cb7 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=75586593-8486-415f-b917-640335204f01 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=47f19c9e-9994-4e94-85a5-16da0a5799e9 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ee645619-45c7-49b4-a636-8ebec9ba2ff3 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ace16439-efc0-4c89-82b6-49c7fb9a12f3 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=54a93500-99a1-4510-8531-6d027593c2b6 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d0b49840-0b73-49b7-a872-c0c32b0e0cdb | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=23af30a2-070a-4056-995a-0948e52ad016 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=79608917-ec24-4d44-bbcf-9486a061f589 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d5e226b0-00d2-48d0-8610-8d46fdd1287d | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=129fa965-12e7-44c1-94f1-70faf4ea8ff8 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c4aeb13b-b5b4-460c-bd03-a735045a0e89 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0e295add-1607-4236-9aab-922aec062e61 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0579a424-3fec-459c-97c7-152a39a8ddc7 | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4f59ad6a-a254-4612-9778-02db5cd49cd3 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7de3d265-4b98-4ca9-aa89-9f8f0c3aeb4a | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=615f8bc7-1080-49ab-b02e-17221df8a997 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4ce0dc92-fbfa-4c01-9137-2711bda2340d | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a8e6859a-113b-4cd6-bef7-83b574d27629 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3eed9b57-13ca-4fdd-a630-4ecbfb3dbf2c | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=dadca64a-fe1f-4bed-83f5-82b9bf40973b | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c1299a7d-834f-42d6-a592-5789f958f318 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=82dd66ec-cb76-4597-b17a-077b1bd56ed5 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b521feec-ee3c-4fb7-bcd8-a3e8358c60a9 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9197b691-563b-4f77-9d16-b71f7cdb32bb | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0eb3679b-628c-4db4-ad1a-ce49c9ba0804 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=fd9029e5-715e-48ce-b035-1a62663c3dd1 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=223336b5-c2dc-4d80-a764-ad4f5839db95 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4bcd8ba2-3c19-4968-87c8-36bee6fc733c | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ce62f9dc-02ec-4ed9-b3e0-fff01775be53 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b8851141-9880-4686-a2ab-b2a0a7cb2255 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ee4d6ba8-404d-4fb3-8cff-8980d4b9c29d | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4c9bab14-d04c-4f89-903a-fa824dd58d7d | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=004b4e73-1ba3-43f9-82be-47a546bb91b3 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0c1beaad-650c-4c35-bb34-e4ee2bdd429c | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7ae50f09-1e5d-4f9f-b888-27e1afc04905 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e5a5215c-1eb0-46b1-8bc5-5abab9e0d0e5 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a65b7bb8-63fd-40cc-a9fe-4d9e8b5f6c62 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=01135cd7-e68e-46cd-ad28-616c19a432a0 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7ca6fad6-ef4f-4141-b7aa-83b61d5d7f1e | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ac02830b-527b-4d83-8379-46208b41386e | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f3af2c27-8bd4-47d1-87e4-b51d0a0102f3 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4a7a2e67-8b78-455d-8841-e26612ec9c2e | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=98554f2b-9b9e-40a2-b01c-fa9af843a370 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e29ca0b9-7cd9-4b60-a16e-d2a3129592c8 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2a75b727-f46f-42ed-92f8-40d762f8e058 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=541265bf-1344-4212-8c57-d13378ced2ee | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a6cbc7b0-7b45-4377-a774-4b8d90565332 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=eebc2edb-73ff-479f-8679-a8a9d8663c71 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=297e52cc-4356-44ef-9175-41678e7488c4 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=355a1603-b8d3-440e-898d-b88df2ee79e0 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=72aff85d-7ccf-4b0e-b349-89e4fccf2b22 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=68357179-6c6f-43fb-a3d9-b4bef15850e3 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a4a15f7e-5952-430e-aadb-09e2df68907f | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f75ca239-b412-4628-a4a7-c6cd01ab8c68 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f14ac45f-da55-4cf0-9d6a-15e8f4ab3d80 | GET /api/recommendations/1 | status=200 | durationMs=1 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f62d66dc-980e-4e6f-8db9-b4a0c084f03f | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=aba40ab0-5410-4ea3-bea7-fb09ed34c7fc | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d58bc762-ad5a-4d24-a205-6644ccbf5a15 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d9cfbad4-0744-4fb7-b725-73d707ce5de7 | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2dffebd3-72b4-4145-a8b6-ed974e07e04c | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=077ec837-8411-4a13-b337-745a34e30401 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=54d2614b-3f74-4ec6-abb1-57714e7a001f | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=115fd6fb-58e2-4c06-b979-9a5e12999ffc | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6d10d89b-068b-4617-8efb-37cee0e83028 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=80f3b620-6397-49a0-88ff-83c50afc5c91 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4f9b9ae3-a195-4d60-ada9-fa13127972f8 | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=531f0951-8f3f-450a-8282-874d98147358 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=776a2e2a-4599-4740-82ee-dfd99204d901 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=36e1d770-7196-48e3-862f-86313423ec3e | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=13cc4308-0ba7-44b4-9fa6-4e090259d6e2 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=13957272-5330-457b-9ff1-2801d5896b71 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=00577260-1079-4431-a4c8-05e62db969ed | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=98022399-90d0-4796-a87a-d08f62c5ba1b | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=717a019b-d07e-4c85-b393-f16b23950d1e | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=efbf2764-aedc-4c96-bfb9-fa6bfb989262 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=de479d38-9297-42e1-a256-bce322e6af23 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=63e4b93e-2928-4a31-ab17-cc728170d634 | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e16d5bf8-8e17-4ea2-9300-78a98fe76117 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2c3dd94b-6889-4a4c-b748-008b9e8902c8 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5faa68f5-8113-4564-b436-850f44bccb7e | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=02ac6e35-457d-4047-bc31-e9281ee9ec91 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b0378845-8b25-4dd1-b9f2-2fd5eb792c85 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3ad6ee17-72bb-4d8d-8fc8-78f0eed67b2e | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=97de40bc-09a8-463e-9557-2469f7eb7f98 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f298d62d-365c-42ce-a181-c3fc73428454 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=901b540d-432f-492b-af54-919082898eb3 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=96357a76-c3b4-460d-93f1-939fb92bd5ec | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5a3ee18f-71a5-4bae-bf77-f5ed9adbb7e4 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1b06cb7d-62bb-4a06-8a75-506ee5eba968 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=df03a517-398e-4975-8db0-e750c8369cce | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=de224033-1f51-4b58-b8d3-0bbaa29bfd40 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a731622c-82a3-4154-80cf-e6efbe84f068 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6f0082c4-116a-4e9b-a8c6-90e0b66abd0f | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=55b6ca59-ca52-4fbb-af77-368037bbd51d | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d2394489-d3cd-451b-8d65-d166ebdbdea8 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c41d100d-6ec6-441c-9ecf-3837b3b37b6e | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
